genres,item_name,tags,item_id
"['Indie', 'Simulation', 'Strategy']",Democracy 3: Extremism,"['Simulation', 'Strategy', 'Indie']",291900
['RPG'],Fantasy Grounds - PFRPG Basic Paths: Fangs from the Past,"['RPG', 'Turn-Based', 'Fantasy', 'Online Co-Op', 'Story Rich', 'Indie', 'Adventure', 'Strategy', 'Party-Based RPG']",299140
"['Action', 'Free to Play', 'Indie']",Fistful of Frags,"['Free to Play', 'Multiplayer', 'FPS', 'Western', 'Shooter', 'Action', 'First-Person', 'Indie', 'Funny', 'Mod', 'Online Co-Op', 'Co-op', 'Comedy', 'Survival', 'Massively Multiplayer', 'Historical', 'Classic', 'Simulation', 'Adventure', 'RPG']",265630
['RPG'],Coldfire Keep,"['RPG', 'Dungeon Crawler', 'First-Person', 'Grid-Based Movement']",296530
"['Indie', 'Strategy']",Ground Pounders - High Rez Pack,"['Strategy', 'Indie']",301060
"['Adventure', 'Indie', 'RPG']",Lili: Child of Geos - Complete Edition,"['Adventure', 'Female Protagonist', 'Indie', 'RPG', 'Singleplayer', 'Casual', 'Fantasy', 'Third Person', 'Cute', 'Family Friendly']",266490
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds,"['RPG', 'Strategy', 'Software', 'Turn-Based', 'Indie', 'Fantasy', 'Online Co-Op', 'Utilities', 'Story Rich', 'Sandbox', 'Game Development', 'Party-Based RPG', 'Multiplayer']",252690
"['Adventure', 'Indie']",Chronology,"['Adventure', 'Indie', 'Platformer', 'Puzzle', 'Time Manipulation', 'Time Travel', 'Short']",269330
"['Adventure', 'Indie']",Coma: Mortuary,"['Horror', 'Indie', 'Adventure', 'Walking Simulator', 'Atmospheric', 'First-Person', 'Short']",293320
"['Action', 'Adventure', 'Indie']",The Last Tinker™: City of Colors,"['Adventure', 'Indie', 'Action', 'Singleplayer', 'Family Friendly', 'Colorful', '3D Platformer', 'Platformer']",260160
"['Casual', 'Indie', 'Simulation', 'Strategy']",Wildlife Park 3,"['Simulation', 'Strategy', 'Casual', 'Management', 'Indie', 'Building', 'Sandbox', 'Realistic', 'Economy', 'Open World', 'Family Friendly']",287200
['RPG'],Fantasy Grounds - C&amp;C Castle Keeper's Guide,"['RPG', 'Sandbox', 'Online Co-Op', 'Turn-Based', 'Fantasy', 'Story Rich', 'Software', 'Party-Based RPG', 'Indie', 'Strategy']",299300
"['Action', 'Racing', 'Sports']",Gas Guzzlers Extreme: Full Metal Frenzy,"['Racing', 'Action', 'Sports']",277820
"['Casual', 'RPG']",Deadly Sin 2,"['RPG', 'RPGMaker', 'Casual']",285420
['Simulation'],World of Subways 3 – London Underground Circle Line,"['Simulation', 'Trains', 'Realistic', 'Underground', 'Driving', 'Adventure', 'Open World']",283620
"['Indie', 'RPG']",Fantasy Grounds - 3.5E/PFRPG: A00: Crow's Rest Island,"['RPG', 'Indie', 'Turn-Based', 'Fantasy', 'Story Rich', 'Online Co-Op', 'Adventure']",301240
"['Casual', 'Simulation']",Rocksmith® 2014 – Mastodon - “Oblivion”,"['Casual', 'Simulation']",294910
"['Casual', 'Simulation']",Rocksmith® 2014 – Mastodon - “Black Tongue”,"['Casual', 'Simulation']",294909
"['Action', 'Casual', 'Indie', 'Early Access']",Organic Panic,"['Early Access', 'Casual', 'Action', 'Indie', 'Physics']",282740
"['Casual', 'Simulation']",Rocksmith® 2014 – Mastodon Song Pack,"['Casual', 'Simulation']",294912
['Simulation'],Train Simulator: Munich - Garmisch-Partenkirchen Route Add-On,['Simulation'],258652
"['Casual', 'Simulation']",Rocksmith® 2014 – Mastodon - “Colony Of Birchmen”,"['Casual', 'Simulation']",294911
"['Action', 'Indie', 'Strategy']",Awesomenauts - Giga Sentorii Skin,"['Strategy', 'Action', 'Indie']",256505
"['Indie', 'RPG', 'Simulation', 'Strategy']",Hegemony Rome: The Rise of Caesar,"['Strategy', 'Indie', 'Simulation', 'Historical', 'RTS', 'Rome', 'RPG', 'Real-Time with Pause', 'Grand Strategy', 'Singleplayer', 'Sandbox']",227060
"['Adventure', 'Indie']",DreadOut,"['Horror', 'Indie', 'Adventure', 'Female Protagonist', 'Third Person', 'Singleplayer', 'Survival Horror', 'Puzzle', 'Atmospheric', 'Survival', 'Supernatural', 'Action', 'Great Soundtrack', 'Psychological Horror', 'Zombies']",269790
"['Adventure', 'Casual']",Nightmares from the Deep 2: The Siren`s Call,"['Hidden Object', 'Adventure', 'Casual', 'Female Protagonist', 'Point & Click', 'Puzzle', 'Singleplayer', 'Pirates', 'Fantasy', 'Atmospheric', 'Great Soundtrack', 'Family Friendly', '2D', 'Indie', 'Mystery', 'Story Rich']",284790
['Casual'],Sudokuball Detective,"['Casual', 'Puzzle']",288690
"['Adventure', 'Indie']",DreadOut Soundtrack &amp; Manga DLC,"['Indie', 'Adventure']",298680
"['Action', 'Adventure', 'Casual', 'Indie']",BattleBlock Theater®,"['Comedy', 'Co-op', 'Platformer', 'Funny', 'Multiplayer', 'Indie', 'Adventure', 'Local Co-Op', '2D', 'Action', 'Great Soundtrack', 'Casual', 'Puzzle', 'Online Co-Op', 'Level Editor', 'Local Multiplayer', 'Singleplayer', 'Difficult', 'Team-Based', 'Sandbox']",238460
"['Adventure', 'Indie']",Rhiannon: Curse of the Four Branches,"['Adventure', 'Indie', 'Point & Click', 'First-Person', 'Horror', 'Puzzle', 'Singleplayer', 'Casual', 'Story Rich']",298140
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Fearless Fantasy,"['RPG', 'Indie', 'Casual', 'Adventure', 'Action', 'Turn-Based', 'Touch-Friendly']",282100
"['Adventure', 'Casual', 'Indie']",Qbeh-1: The Atlas Cube,"['Puzzle', 'Indie', 'Casual', 'First-Person', 'Adventure', 'Atmospheric', 'Platformer', 'Building', 'Level Editor', 'Great Soundtrack', 'Exploration', 'Singleplayer', 'VR', 'Relaxing', 'Parkour']",252550
"['Action', 'Adventure', 'Indie']",Orc Attack: Flatulent Rebellion,"['Action', 'Indie', 'Adventure']",268520
"['Action', 'Simulation', 'Strategy']",Men of War: Assault Squad 2,"['Strategy', 'World War II', 'War', 'Simulation', 'RTS', 'Action', 'Tactical', 'Multiplayer', 'Military', 'Real Time Tactics', 'Realistic', 'Tanks', 'Historical', 'Co-op', 'Destruction', 'Singleplayer', 'Atmospheric', 'Difficult', 'Adventure', 'Classic']",244450
['Adventure'],Vault Cracker,"['Adventure', 'Hidden Object', 'Point & Click']",299170
['Adventure'],Millionaire Manor,"['Adventure', 'Hidden Object', 'Puzzle', 'Casual', 'Point & Click']",299180
['Casual'],Putt-Putt® and Fatty Bear's Activity Pack,"['Casual', 'Family Friendly', 'Point & Click', 'Education', 'Difficult', 'Memes']",294720
"['Adventure', 'Casual']",Putt-Putt® Travels Through Time,"['Adventure', 'Casual', 'Point & Click', 'Family Friendly', 'Classic', 'Story Rich', 'Time Travel', 'Zombies', 'FPS', 'Cold War']",294670
['Strategy'],Graviteam Tactics: Volokonovka 1942,['Strategy'],296450
"['Adventure', 'RPG', 'Strategy']",Agarest Zero - DLC Bundle #2,"['Strategy', 'Adventure', 'RPG']",281601
['Action'],Monster Challenge Circus,['Action'],300910
"['Adventure', 'Casual']","Spy Fox 3 ""Operation Ozone""","['Adventure', 'Casual', 'Point & Click', 'Family Friendly']",292260
"['Adventure', 'Casual']",Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,"['Adventure', 'Casual', 'Point & Click', 'Family Friendly', 'Survival Horror', 'Gore']",292800
"['Adventure', 'Casual']",Freddi Fish 3: The Case of the Stolen Conch Shell,"['Adventure', 'Casual', 'Point & Click', 'Family Friendly', 'Psychological Horror']",294540
"['Action', 'Casual', 'Indie']",Frederic: Resurrection of Music,"['Indie', 'Casual', 'Music', 'Action', 'Rhythm', 'Great Soundtrack', 'Comedy', 'Touch-Friendly']",301190
['Casual'],Them - The Summoning,"['Casual', 'Hidden Object', 'Point & Click']",300510
"['Adventure', 'Casual', 'Indie']",The Treasures of Montezuma 4,"['Casual', 'Indie', 'Match 3', 'Adventure', 'Atmospheric', 'Cute']",301150
"['Action', 'Adventure', 'Casual', 'Indie']",Shiny The Firefly,"['Indie', 'Action', 'Adventure', 'Casual', 'Platformer']",277510
"['Action', 'Simulation', 'Strategy']",Men of War: Assault Squad 2 - Deluxe Edition upgrade,"['Strategy', 'Action', 'Simulation']",271850
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation']",Rage Runner,"['Racing', 'Action', 'Indie', 'Casual', 'Simulation', 'Sci-fi']",279520
"['Casual', 'Indie', 'Simulation']",Flower Shop: Summer In Fairbrook,"['Visual Novel', 'Simulation', 'Indie', 'Dating Sim', 'Casual', 'Anime', 'Romance', 'Singleplayer']",290990
"['Adventure', 'Casual', 'Indie', 'RPG']",Dark Scavenger,"['RPG', 'Indie', 'Adventure', 'Casual', 'Choose Your Own Adventure', 'Point & Click', 'Sci-fi', 'Comedy', 'Choices Matter', 'Interactive Fiction', 'Mouse only', 'Multiple Endings', 'Lovecraftian', 'Hand-drawn', 'Cartoony', 'Funny', 'Replay Value', 'Exploration', 'Turn-Based', 'Singleplayer']",293880
"['Casual', 'Indie']",Pretentious Game,"['Indie', 'Casual', 'Puzzle', 'Platformer', 'Short']",279540
"['Action', 'Indie', 'RPG']",Transistor: Original Soundtrack,"['Action', 'RPG', 'Indie', 'Great Soundtrack', 'Soundtrack', 'Music', 'Female Protagonist']",299240
"['Action', 'Indie']",QUALIA 3: Multi Agent Soundtrack,"['Action', 'Indie']",297150
"['Action', 'Free to Play', 'Indie', 'Strategy']",Toribash,"['Free to Play', 'Fighting', 'Multiplayer', 'Physics', 'Gore', 'Action', 'Strategy', 'Turn-Based', 'Indie', 'Martial Arts', 'Funny', 'Simulation', 'Blood', 'Moddable', 'Sandbox', 'Difficult', 'Parkour', 'Singleplayer', 'Turn-Based Strategy', 'Co-op']",248570
"['Casual', 'RPG']",Legionwood 2: Rise of the Eternal's Realm - Director's Cut,"['RPG', 'Casual', 'RPGMaker', 'Singleplayer']",290460
"['Adventure', 'Indie', 'RPG']",Sweet Lily Dreams,"['RPG', 'Adventure', 'Indie', 'RPGMaker', 'Female Protagonist', 'Horror', 'JRPG', 'Singleplayer']",300540
"['Free to Play', 'Indie', 'Strategy']",DRAKERZ-Confrontation,"['Free to Play', 'Strategy', 'Card Game', 'Indie', 'Trading Card Game', 'Action']",266030
"['Free to Play', 'Indie', 'Strategy']",DRAKERZ-Confrontation : 12 virtual BOOSTERS,"['Strategy', 'Free to Play', 'Indie']",294310
"['Free to Play', 'Indie', 'Strategy']",DRAKERZ-Confrontation : 36 virtual BOOSTERS,"['Strategy', 'Free to Play', 'Indie']",294311
"['Free to Play', 'Indie', 'Strategy']",DRAKERZ-Confrontation : virtual STARTER pack FURKHAN + OGAM,"['Strategy', 'Free to Play', 'Indie']",292721
"['Adventure', 'Casual', 'Indie']",Paradigm Shift,"['Indie', 'Adventure', 'Casual', 'Horror', 'Point & Click', 'Zombies']",299820
"['Action', 'Adventure', 'Indie']",Retro Game Crunch,"['Indie', 'Action', 'Adventure', 'Retro', 'Pixel Graphics', 'Local Co-Op', '2D', 'Platformer', 'Metroidvania']",290040
"['Simulation', 'Strategy']",Europa Universalis IV: Anthology of Alternate History,"['Simulation', 'Strategy']",295220
"['RPG', 'Simulation', 'Strategy']",Crusader Kings II: Persian Portraits,"['Strategy', 'RPG', 'Simulation']",292981
"['Free to Play', 'Indie', 'Strategy']",DRAKERZ-Confrontation : virtual STARTER pack MELEON + KWARTZ,"['Strategy', 'Free to Play', 'Indie']",292722
"['RPG', 'Simulation', 'Strategy']",Crusader Kings II: Persian Unit Pack,"['Strategy', 'RPG', 'Simulation']",292980
"['Indie', 'Strategy']",Space Hulk - Harbinger of Torment Campaign,"['Strategy', 'Indie']",274431
"['Indie', 'Simulation']",Euro Truck Simulator 2 - Metallic Paint Jobs Pack,"['Simulation', 'Indie']",297790
['Casual'],I Am Vegend - Zombiegeddon,"['Casual', 'Zombies']",302460
['Strategy'],Perimeter: Emperor's Testament,"['Strategy', 'RTS']",289240
"['Adventure', 'Casual', 'Indie']",White Noise Online,"['Horror', 'Indie', 'Adventure', 'Casual', 'Co-op', 'Multiplayer', 'Exploration', 'Team-Based', 'Psychological Horror', 'Replay Value', 'Controller', 'First-Person', 'Walking Simulator']",293860
"['Action', 'RPG', 'Simulation']",A.I.M.2 Clan Wars,"['RPG', 'Simulation', 'Action', 'Sci-fi', 'Open World', 'Singleplayer', 'Atmospheric', 'First-Person']",289180
['Action'],Killer is Dead - Nightmare Edition,"['Action', 'Hack and Slash', 'Surreal', 'Character Action Game', 'Singleplayer', 'Stylized', 'Spectacle fighter', 'Gore', 'Adventure', 'Third Person', 'Great Soundtrack', 'Atmospheric', 'Comedy', 'Swordplay', 'Story Rich', 'Dating Sim', 'Cyberpunk', 'Nudity', 'Indie', 'Controller']",261110
"['RPG', 'Simulation', 'Strategy']",Tropico 5,"['Strategy', 'Simulation', 'City Builder', 'Sandbox', 'Multiplayer', 'Economy', 'Politics', 'Singleplayer', 'Resource Management', 'Co-op', 'Management', 'RPG', 'Comedy', 'Historical', 'Great Soundtrack', 'Atmospheric', 'RTS', 'Open World', 'Funny', 'Adventure']",245620
"['Casual', 'Indie']",GAUGE,"['Indie', 'Casual']",272990
['Casual'],Numba Deluxe,"['Casual', 'Puzzle']",301700
"['Indie', 'RPG']",Fantasy Grounds - Creature Collection 4E - Heroic 1 Token Pack,"['RPG', 'Indie', 'Fantasy', 'Sandbox']",303332
"['Indie', 'RPG']",Fantasy Grounds - Basic Roleplaying (BRP) Ruleset,"['RPG', 'Indie', 'Turn-Based', 'Fantasy', 'Story Rich', 'Sandbox', 'Online Co-Op', 'Software', 'Strategy', 'Utilities', 'Party-Based RPG', 'Game Development']",303331
"['Action', 'Casual', 'Indie']",Frederic: Evil Strikes Back,"['Indie', 'Casual', 'Music', 'Action', 'Comedy', 'Great Soundtrack', 'Rhythm', 'Touch-Friendly']",301200
"['Action', 'Casual', 'Indie']",Frederic: Resurrection of Music Demo,"['Action', 'Indie', 'Casual']",303630
['Casual'],Cobi Treasure Deluxe,"['Casual', 'Puzzle', 'Match 3']",301690
"['Indie', 'RPG']",Fantasy Grounds - Ultimate Upgrade,"['RPG', 'Indie', 'Software', 'Turn-Based', 'Story Rich', 'Sandbox', 'Online Co-Op', 'Strategy', 'Fantasy', 'Party-Based RPG', 'Game Development', 'Horror', 'Utilities']",300870
"['Casual', 'Indie', 'Simulation', 'Strategy']",Showtime!,"['Simulation', 'Casual', 'Strategy', 'Indie', 'Management', 'Movie']",285050
"['Indie', 'RPG']",Fantasy Grounds - Rolemaster Classic Ruleset,"['RPG', 'Indie', 'Turn-Based', 'Strategy', 'Story Rich', 'Sandbox', 'Online Co-Op', 'Software', 'Fantasy', 'Adventure', 'Utilities', 'Party-Based RPG', 'Game Development']",303330
"['Action', 'RPG']",PAYDAY 2: The Shadow Raid Heist,"['Action', 'RPG', 'Stealth', 'Co-op', 'FPS']",267382
['Adventure'],Dracula 4 and  5 - Special Steam Edition,"['Adventure', 'Point & Click', 'Puzzle']",279560
['Strategy'],Europa Universalis IV: Wealth of Nations E-book,['Strategy'],304590
"['Simulation', 'Strategy']",Europa Universalis IV: Trade Nations Unit Pack,"['Strategy', 'Simulation']",279622
"['Simulation', 'Strategy']",Expansion - Europa Universalis IV: Wealth of Nations,"['Strategy', 'Simulation', 'Grand Strategy']",279620
"['Simulation', 'Strategy']",Europa Universalis IV: Muslim Ships Unit Pack,"['Strategy', 'Simulation']",279621
"['Action', 'Simulation', 'Strategy']",Arma 3 DLC Bundle 1,"['Simulation', 'Action', 'Strategy', 'FPS', 'Multiplayer', 'Tactical']",304400
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Royal Tiles Resource Pack,"['Design & Illustration', 'Web Publishing']",291473
"['Action', 'Racing', 'Simulation', 'Strategy']",Arma 3 Karts,"['Racing', 'Simulation', 'Action', 'Strategy', 'Multiplayer', 'FPS', 'Funny']",288520
"['Action', 'Indie', 'Strategy']",Anomaly Defenders,"['Tower Defense', 'Strategy', 'Indie', 'Action', 'Sci-fi']",294750
['Indie'],CAPSULE,"['Indie', 'Survival', 'Atmospheric']",303940
"['Adventure', 'Casual', 'Indie']",Where is my Heart?,"['Indie', 'Casual', 'Adventure', 'Puzzle', 'Platformer', 'Pixel Graphics', 'Puzzle-Platformer', 'Cute']",244950
"['Indie', 'Simulation']",Euro Truck Simulator 2 - Flip Paint Designs,"['Indie', 'Simulation']",301180
"['Casual', 'Indie', 'Strategy']",Strata,"['Casual', 'Strategy', 'Indie', 'Puzzle', 'Relaxing']",286380
['Racing'],HTR+ Slot Car Simulation,"['Racing', 'Simulation']",288650
"['Adventure', 'Casual']",Putt-Putt® Joins the Circus,"['Casual', 'Adventure', 'Point & Click', 'Family Friendly', 'Gore', 'Psychological Horror']",294690
"['Casual', 'Indie', 'RPG', 'Simulation']",Spirited Heart Deluxe,"['Anime', 'Indie', 'Simulation', 'RPG', 'Visual Novel', 'Female Protagonist', 'Casual', 'Otome', 'Dating Sim', 'Romance', 'Fantasy']",293920
"['Adventure', 'RPG', 'Strategy']",Agarest Zero - DLC Bundle #3,"['RPG', 'Strategy', 'Adventure']",281602
"['Action', 'Adventure', 'Casual', 'Free to Play', 'RPG']",El Starter Pack 2.0,"['Action', 'Adventure', 'RPG', 'Casual', 'Free to Play']",304490
"['Action', 'Adventure', 'Casual', 'Free to Play', 'RPG']",El Adventurer Pack 2.0,"['Adventure', 'Action', 'RPG', 'Casual', 'Free to Play']",304491
"['Indie', 'Strategy']",Defense Zone 2,"['Tower Defense', 'Strategy', 'Indie']",295630
"['Indie', 'Simulation', 'Strategy', 'Early Access']",GearCity,"['Early Access', 'Simulation', 'Management', 'Strategy', 'Indie', 'Economy', 'Capitalism', 'Turn-Based', 'Turn-Based Strategy', 'Grand Strategy']",285110
"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",The Forest,"['Early Access', 'Survival', 'Open World', 'Horror', 'Crafting', 'Adventure', 'Building', 'First-Person', 'Survival Horror', 'Action', 'Sandbox', 'Exploration', 'Atmospheric', 'Simulation', 'Indie', 'Singleplayer', 'Realistic', 'Gore', 'FPS', 'Zombies']",242760
"['RPG', 'Strategy']",Battle Mages,"['Strategy', 'RPG', 'Cult Classic', 'RTS']",302470
"['Action', 'RPG', 'Simulation']",State of Decay - Lifeline,"['Zombies', 'Action', 'Survival', 'RPG', 'Simulation', 'Sandbox', 'Open World', 'Singleplayer', 'Post-apocalyptic', 'Third Person', 'Horror']",259041
"['Action', 'Adventure', 'Indie']",The Fall,"['Adventure', 'Sci-fi', 'Indie', 'Atmospheric', 'Action', 'Puzzle', 'Side Scroller', 'Point & Click', 'Story Rich', 'Female Protagonist', 'Singleplayer', 'Horror', 'Episodic', '2D', 'Robots', 'Dark', 'Cyberpunk', 'Short', 'Kickstarter', 'Metroidvania']",290770
"['Casual', 'Sports']",SPORT1 Live : Duel,"['Sports', 'Casual']",301250
"['Action', 'Indie']",Kill Fun Yeah,"['Action', 'Indie', 'Multiplayer', 'Platformer', 'Shooter']",301360
"['Indie', 'Strategy']",The Campaign Series: Fall Weiss,"['Strategy', 'Indie', 'Wargame', 'World War II', 'Hex Grid']",283020
"['Adventure', 'RPG']",Dysan the Shapeshifter,"['RPG', 'Adventure', 'Open World']",303410
"['Action', 'Indie']",EPOCH,"['Action', 'Indie', 'Robots', 'On-Rails Shooter', 'Post-apocalyptic', 'Shooter']",270510
"['Indie', 'Strategy']",Eador. Masters of the Broken World - Allied Forces,"['Indie', 'Strategy']",303730
"['Adventure', 'Casual']",Enigmatis 2: The Mists of Ravenwood,"['Hidden Object', 'Adventure', 'Casual', 'Point & Click', 'Puzzle', 'Female Protagonist', 'Horror', 'Mystery', 'Singleplayer', 'Atmospheric', 'Story Rich', 'Fantasy', 'Detective', 'Great Soundtrack', 'Indie', 'Family Friendly', '2D']",284770
"['Casual', 'Strategy']",The Happy Hereafter,"['Casual', 'Strategy', 'Simulation']",306200
['Casual'],300 Dwarves,"['Casual', 'Tower Defense']",301730
"['Adventure', 'Indie']",Richard &amp; Alice,"['Adventure', 'Indie', 'Point & Click', 'Mystery', 'Noir', 'Crime', 'Story Rich', 'Post-apocalyptic', 'Singleplayer']",279260
"['Action', 'Casual', 'Indie']",Galactic Arms Race,"['Indie', 'Action', 'Casual', 'Space']",249610
"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",Nether: Resurrected,"['Survival', 'Open World', 'Action', 'Multiplayer', 'Post-apocalyptic', 'Horror', 'Massively Multiplayer', 'FPS', 'Zombies', 'PvP', 'RPG', 'Survival Horror', 'First-Person', 'Indie', 'Co-op', 'Simulation', 'Adventure', 'Walking Simulator', 'Crafting', 'PvE']",247730
"['Action', 'Indie', 'Simulation', 'Strategy']",Kill The Bad Guy,"['Indie', 'Strategy', 'Simulation', 'Action', 'Gore', 'Puzzle', 'Funny', 'Singleplayer', 'Multiplayer', 'Physics']",293940
"['Action', 'Casual', 'Indie']",BIT.TRIP FLUX,"['Action', 'Indie', 'Casual', 'Rhythm', 'Great Soundtrack', 'Pixel Graphics']",205090
"['Adventure', 'Indie', 'Simulation']",Ludwig,"['Adventure', 'Indie', 'Simulation', 'Education', 'Physics']",263120
"['Action', 'Adventure', 'Indie']",Lifeless Planet Premier Edition,"['Walking Simulator', 'Adventure', 'Atmospheric', 'Exploration', 'Sci-fi', 'Indie', 'Space', 'Third Person', 'Singleplayer', 'Horror', 'Mystery', 'Platformer', 'Action', 'Open World', 'Story Rich', 'Puzzle', 'Survival', 'Post-apocalyptic', 'Kickstarter', 'Great Soundtrack']",261530
"['Action', 'Indie']",Electronic Super Joy: Groove City,"['Indie', 'Platformer', 'Action', 'Great Soundtrack', 'Difficult', 'Pixel Graphics']",301460
['Simulation'],Railroad X,"['Simulation', 'Trains']",251020
"['Action', 'Casual', 'Indie']",Dead Bits (Soundtrack),"['Action', 'Indie', 'Casual']",306160
['Simulation'],US Diesel Locomotives - Set 1,['Simulation'],267680
['Simulation'],US Diesel Locomotives - Set 2,['Simulation'],275170
"['Action', 'Adventure', 'Indie', 'RPG']",Magicite,"['Indie', 'RPG', 'Rogue-like', 'Multiplayer', 'Pixel Graphics', '2D', 'Adventure', 'Platformer', 'Crafting', 'Co-op', 'Perma Death', 'Action', 'Survival', 'Difficult', 'Online Co-Op', 'Rogue-lite', 'Singleplayer', 'Sandbox', 'Side Scroller', 'Retro']",268750
"['Adventure', 'Indie']",Shadows on the Vatican Act I: Greed,"['Adventure', 'Indie', 'Point & Click', 'Story Rich', 'Great Soundtrack', 'Mystery', 'Atmospheric', 'Singleplayer', 'Third Person']",286360
['Casual'],Castle: Never Judge a Book by its Cover,"['Casual', 'Hidden Object', 'Point & Click']",301740
"['Casual', 'Simulation']",Rocksmith® 2014 – Bill Withers - “Ain’t No Sunshine”,"['Casual', 'Simulation']",294929
"['Casual', 'Simulation']",Rocksmith® 2014 – Roy Buchanan - “Sweet Dreams”,"['Casual', 'Simulation']",294930
"['Adventure', 'Casual', 'Indie']",Munin,"['Indie', 'Puzzle', 'Platformer', 'Casual', 'Adventure', 'Female Protagonist', '2D']",281750
"['Casual', 'Simulation']",Rocksmith® 2014 – James Gang - “Funk #49”,"['Casual', 'Simulation']",294931
"['Adventure', 'Indie']",Echo of the Wilds,"['Indie', 'Survival', 'Adventure', 'Crafting', 'Sandbox', 'Pixel Graphics', 'Exploration', 'Singleplayer', 'Open World', 'Rogue-like', 'Atmospheric', 'Replay Value', 'Simulation', '2D', 'Mystery', 'Survival Horror', 'Fantasy', 'Psychological Horror', 'Puzzle', 'Difficult']",305780
"['Adventure', 'Indie']",Reversion - The Escape (1st Chapter),"['Adventure', 'Point & Click', 'Indie', 'Puzzle', 'Free to Play', 'Singleplayer', '2D']",270570
['Action'],Enemy Front,"['Action', 'FPS', 'World War II', 'Shooter', 'Multiplayer', 'Singleplayer', 'Stealth', 'War', 'First-Person', 'Open World', 'Adventure', 'Military', 'Simulation', 'Atmospheric', 'Tactical', 'Historical', 'Survival']",256190
"['Casual', 'Indie', 'Simulation', 'Strategy']",Smooth Operators,"['Simulation', 'Strategy', 'Casual', 'Indie', 'Management', 'Singleplayer', 'Pixel Graphics']",262900
"['Casual', 'Indie', 'Simulation']",Infinite Game Works Episode 0,"['Simulation', 'Visual Novel', 'Indie', 'Casual', 'Anime']",302290
['Indie'],Spy Chameleon - RGB Agent,"['Indie', 'Stealth', 'Puzzle', 'Top-Down']",297490
['RPG'],Faery - Legends of Avalon,"['RPG', 'Fantasy', 'Turn-Based', 'Adventure', 'Singleplayer', 'Character Customization', 'Female Protagonist']",303790
"['Action', 'Indie', 'RPG']",A Wizard's Lizard,"['Rogue-like', 'Indie', 'RPG', 'Action', 'Rogue-lite', 'Perma Death', 'Procedural Generation', '2D', 'Difficult', 'Singleplayer', 'Adventure', 'Dungeon Crawler', 'Fantasy']",280040
"['Action', 'Casual', 'Indie']",DubWars Demo,"['Action', 'Indie', 'Casual', 'Music']",309890
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",Bot Colony,"['Early Access', 'Indie', 'Robots', 'Voice Control', 'Artificial Intelligence', 'Investigation', 'Detective', 'Casual', 'Simulation', 'Strategy', 'Adventure', 'RPG', 'Sci-fi', 'Funny', 'Episodic', 'Puzzle', 'Education', 'Typing', 'Open World', 'Third Person']",263040
"['Indie', 'Simulation', 'Strategy']",Xenonauts,"['Strategy', 'Turn-Based Strategy', 'Sci-fi', 'Turn-Based', 'Aliens', 'Turn-Based Tactics', 'Indie', 'Singleplayer', 'Tactical', 'Isometric', 'Simulation', 'Cold War', 'Kickstarter', 'Base Building', 'Remake', '2D', 'RPG']",223830
['RPG'],Stick RPG 2: Director's Cut,"['RPG', 'Simulation', 'Singleplayer', 'Open World', 'Adventure', 'Indie', 'Walking Simulator', 'Action', 'Great Soundtrack', 'Casual']",307640
"['Action', 'Indie', 'Early Access']",Fancy Skulls,"['Early Access', 'Indie', 'Action', 'FPS', 'Rogue-like']",307090
"['Action', 'Casual', 'Indie', 'Sports']",Canyon Capers - Rio Fever,"['Indie', 'Casual', 'Action', 'Sports']",307390
"['Action', 'Indie', 'Early Access']",XenoRaptor,"['Early Access', 'Action', 'Indie', 'Bullet Hell', 'Space', 'Shooter', ""Shoot 'Em Up"", 'Twin Stick Shooter', 'Arcade', 'Co-op']",298280
['Adventure'],Black Mirror I,"['Adventure', 'Point & Click', 'Mystery', 'Atmospheric', 'Horror', 'Story Rich', 'Dark', 'Singleplayer', 'Puzzle', 'Classic', 'Gothic', 'Third Person', 'Great Soundtrack']",292930
"['Action', 'Strategy']",Rush for Glory,"['Strategy', 'Tower Defense', 'Action']",303470
"['Action', 'RPG']",PAYDAY 2: The Big Bank Heist,"['Action', 'FPS', 'Co-op', 'Heist', 'Stealth', 'Online Co-Op', 'Shooter', 'Multiplayer', 'Crime', 'RPG', 'Great Soundtrack', 'First-Person', 'Strategy', 'Team-Based']",306690
"['Simulation', 'Strategy']",Cities in Motion 2: Players Choice Vehicle Pack,"['Strategy', 'Simulation']",306170
"['Casual', 'Simulation']",Rocksmith® 2014 – Godsmack - “Awake”,"['Casual', 'Simulation']",294934
"['Casual', 'Simulation']",Rocksmith® 2014 – Godsmack - “I Stand Alone”,"['Casual', 'Simulation']",294936
"['Casual', 'Simulation']",Rocksmith® 2014 – Godsmack - “Cryin’ Like a Bitch”,"['Casual', 'Simulation']",294935
"['Casual', 'Simulation']",Rocksmith® 2014 – Godsmack - “Love-Hate-Sex-Pain”,"['Casual', 'Simulation']",294937
