date,title,sentiment_analysis,recommend,release_date
"January 19, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"September 1, 2014",The Walking Dead: Season 2,2,True,2013-12-17
,The Walking Dead: Season 2,2,True,2013-12-17
"July 10, 2014",The Walking Dead: Season 2,2,True,2013-12-17
"December 18, 2013",The Walking Dead: Season 2,1,True,2013-12-17
"January 6, 2014",The Walking Dead: Season 2,2,True,2013-12-17
"July 26, 2014",The Walking Dead: Season 2,1,False,2013-12-17
,The Walking Dead: Season 2,1,True,2013-12-17
"February 8, 2015",The Walking Dead: Season 2,1,True,2013-12-17
"December 20, 2013",The Walking Dead: Season 2,2,True,2013-12-17
"May 13, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"January 13, 2014",The Walking Dead: Season 2,2,True,2013-12-17
"July 15, 2015",The Walking Dead: Season 2,1,True,2013-12-17
"December 18, 2013",The Walking Dead: Season 2,2,True,2013-12-17
"December 29, 2013",The Walking Dead: Season 2,1,True,2013-12-17
"February 24, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"July 29, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"January 7, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"August 28, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"May 24, 2015",The Walking Dead: Season 2,1,False,2013-12-17
"April 22, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"November 7, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"December 17, 2013",The Walking Dead: Season 2,1,True,2013-12-17
"August 26, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"November 13, 2015",The Walking Dead: Season 2,0,True,2013-12-17
"December 9, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"August 28, 2014",The Walking Dead: Season 2,2,True,2013-12-17
"January 2, 2014",The Walking Dead: Season 2,0,True,2013-12-17
"December 27, 2013",The Walking Dead: Season 2,2,True,2013-12-17
"June 25, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"February 14, 2014",The Walking Dead: Season 2,1,True,2013-12-17
,The Walking Dead: Season 2,2,True,2013-12-17
"August 28, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"December 18, 2013",The Walking Dead: Season 2,1,True,2013-12-17
"December 24, 2014",The Walking Dead: Season 2,0,True,2013-12-17
"August 28, 2014",The Walking Dead: Season 2,2,True,2013-12-17
"July 24, 2014",The Walking Dead: Season 2,0,True,2013-12-17
"December 20, 2013",The Walking Dead: Season 2,1,True,2013-12-17
"December 19, 2013",The Walking Dead: Season 2,2,True,2013-12-17
"July 23, 2015",The Walking Dead: Season 2,1,False,2013-12-17
"December 17, 2013",The Walking Dead: Season 2,2,True,2013-12-17
"December 22, 2013",The Walking Dead: Season 2,1,True,2013-12-17
"August 1, 2015",The Walking Dead: Season 2,2,True,2013-12-17
"May 29, 2015",The Walking Dead: Season 2,1,True,2013-12-17
"September 13, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"December 23, 2013",The Walking Dead: Season 2,1,True,2013-12-17
"December 25, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"March 5, 2014",The Walking Dead: Season 2,2,True,2013-12-17
"December 23, 2013",The Walking Dead: Season 2,2,True,2013-12-17
"January 1, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"March 15, 2015",The Walking Dead: Season 2,2,True,2013-12-17
"December 18, 2013",The Walking Dead: Season 2,1,True,2013-12-17
"December 24, 2013",The Walking Dead: Season 2,1,True,2013-12-17
"June 26, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"March 18, 2014",The Walking Dead: Season 2,2,True,2013-12-17
"December 19, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"June 5, 2014",The Walking Dead: Season 2,2,True,2013-12-17
"December 20, 2013",The Walking Dead: Season 2,1,True,2013-12-17
"August 29, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"March 8, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"March 29, 2014",The Walking Dead: Season 2,2,True,2013-12-17
"February 28, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"August 4, 2015",The Walking Dead: Season 2,1,False,2013-12-17
"January 6, 2014",The Walking Dead: Season 2,2,True,2013-12-17
"August 26, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"August 16, 2014",The Walking Dead: Season 2,0,True,2013-12-17
"June 26, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"December 19, 2013",The Walking Dead: Season 2,2,True,2013-12-17
"March 23, 2015",The Walking Dead: Season 2,1,True,2013-12-17
"December 27, 2013",The Walking Dead: Season 2,1,True,2013-12-17
"March 7, 2014",The Walking Dead: Season 2,2,True,2013-12-17
"March 20, 2014",The Walking Dead: Season 2,2,True,2013-12-17
"December 18, 2013",The Walking Dead: Season 2,1,True,2013-12-17
"December 1, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"January 27, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"December 17, 2013",The Walking Dead: Season 2,1,True,2013-12-17
"March 4, 2014",The Walking Dead: Season 2,2,True,2013-12-17
"December 19, 2013",The Walking Dead: Season 2,1,True,2013-12-17
"December 28, 2013",The Walking Dead: Season 2,2,True,2013-12-17
"August 8, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"January 5, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"June 30, 2015",The Walking Dead: Season 2,1,True,2013-12-17
"January 20, 2014",The Walking Dead: Season 2,2,True,2013-12-17
"June 7, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"December 17, 2013",The Walking Dead: Season 2,1,True,2013-12-17
"December 24, 2013",The Walking Dead: Season 2,1,True,2013-12-17
,The Walking Dead: Season 2,2,True,2013-12-17
"November 25, 2015",The Walking Dead: Season 2,1,True,2013-12-17
"January 27, 2014",The Walking Dead: Season 2,2,True,2013-12-17
"March 7, 2014",The Walking Dead: Season 2,2,True,2013-12-17
"August 29, 2014",The Walking Dead: Season 2,2,True,2013-12-17
"October 21, 2014",The Walking Dead: Season 2,2,True,2013-12-17
"November 1, 2014",The Walking Dead: Season 2,1,True,2013-12-17
"March 17, 2015",The Walking Dead: Season 2,2,True,2013-12-17
,The Walking Dead: Season 2,2,True,2013-12-17
"December 23, 2014",Watch_Dogs™,1,True,2014-05-26
,Watch_Dogs™,1,False,2014-05-26
"September 20, 2014",Watch_Dogs™,1,False,2014-05-26
"April 9, 2015",Watch_Dogs™,2,True,2014-05-26
"August 29, 2015",Watch_Dogs™,0,False,2014-05-26
"November 28, 2014",Watch_Dogs™,1,False,2014-05-26
"August 20, 2014",Watch_Dogs™,1,True,2014-05-26
"October 31, 2014",Watch_Dogs™,1,False,2014-05-26
"May 30, 2014",Watch_Dogs™,1,True,2014-05-26
"August 27, 2015",Watch_Dogs™,1,False,2014-05-26
"May 27, 2014",Watch_Dogs™,2,True,2014-05-26
"May 30, 2014",Watch_Dogs™,1,True,2014-05-26
"December 30, 2015",Watch_Dogs™,1,False,2014-05-26
"June 21, 2014",Watch_Dogs™,1,True,2014-05-26
"May 30, 2014",Watch_Dogs™,0,False,2014-05-26
,Watch_Dogs™,2,True,2014-05-26
"June 11, 2014",Watch_Dogs™,1,True,2014-05-26
,Watch_Dogs™,1,False,2014-05-26
"June 1, 2014",Watch_Dogs™,1,False,2014-05-26
,Watch_Dogs™,1,True,2014-05-26
"August 1, 2015",Watch_Dogs™,1,True,2014-05-26
"June 2, 2014",Watch_Dogs™,1,True,2014-05-26
"June 27, 2014",Watch_Dogs™,0,False,2014-05-26
"June 2, 2014",Watch_Dogs™,0,True,2014-05-26
"June 10, 2014",Watch_Dogs™,1,True,2014-05-26
"June 27, 2014",Watch_Dogs™,0,True,2014-05-26
"September 6, 2015",Watch_Dogs™,0,False,2014-05-26
"May 10, 2015",Watch_Dogs™,1,True,2014-05-26
"May 28, 2014",Watch_Dogs™,1,False,2014-05-26
"June 4, 2014",Watch_Dogs™,0,False,2014-05-26
"October 10, 2015",Watch_Dogs™,1,True,2014-05-26
"April 5, 2015",Watch_Dogs™,1,False,2014-05-26
"May 30, 2014",Watch_Dogs™,2,True,2014-05-26
"May 28, 2014",Watch_Dogs™,1,False,2014-05-26
"August 8, 2014",Watch_Dogs™,0,False,2014-05-26
"May 26, 2014",Watch_Dogs™,1,True,2014-05-26
"May 27, 2014",Watch_Dogs™,1,True,2014-05-26
"May 29, 2014",Watch_Dogs™,1,True,2014-05-26
"June 11, 2014",Watch_Dogs™,0,False,2014-05-26
"October 31, 2014",Watch_Dogs™,1,False,2014-05-26
"April 18, 2015",Watch_Dogs™,2,True,2014-05-26
"June 23, 2014",Watch_Dogs™,1,True,2014-05-26
"May 27, 2014",Watch_Dogs™,2,True,2014-05-26
,Watch_Dogs™,1,True,2014-05-26
"May 29, 2014",Watch_Dogs™,2,True,2014-05-26
"May 27, 2014",Watch_Dogs™,1,True,2014-05-26
"May 28, 2014",Watch_Dogs™,1,False,2014-05-26
"January 31, 2015",Watch_Dogs™,2,True,2014-05-26
"May 27, 2014",Watch_Dogs™,2,True,2014-05-26
"May 28, 2014",Watch_Dogs™,2,True,2014-05-26
"May 31, 2014",Watch_Dogs™,1,True,2014-05-26
"May 28, 2014",Watch_Dogs™,1,False,2014-05-26
"February 9, 2015",Watch_Dogs™,1,True,2014-05-26
"May 27, 2014",Watch_Dogs™,1,False,2014-05-26
"June 20, 2014",Watch_Dogs™,1,True,2014-05-26
"October 8, 2014",Watch_Dogs™,1,True,2014-05-26
"September 1, 2015",BLOCKADE 3D,1,False,2014-11-05
"January 5, 2015",BLOCKADE 3D,1,False,2014-11-05
"January 10, 2015",BLOCKADE 3D,1,False,2014-11-05
"December 26, 2014",BLOCKADE 3D,1,True,2014-11-05
,BLOCKADE 3D,2,True,2014-11-05
"May 10, 2015",BLOCKADE 3D,1,True,2014-11-05
"January 15, 2015",BLOCKADE 3D,2,False,2014-11-05
"January 7, 2015",BLOCKADE 3D,1,True,2014-11-05
"May 27, 2015",BLOCKADE 3D,2,True,2014-11-05
"February 17, 2015",BLOCKADE 3D,1,False,2014-11-05
"January 18, 2015",BLOCKADE 3D,2,False,2014-11-05
"December 24, 2014",BLOCKADE 3D,1,True,2014-11-05
"January 18, 2015",BLOCKADE 3D,1,True,2014-11-05
"February 13, 2015",BLOCKADE 3D,2,True,2014-11-05
"November 22, 2015",BLOCKADE 3D,1,False,2014-11-05
"April 21, 2015",BLOCKADE 3D,2,True,2014-11-05
"September 4, 2015",BLOCKADE 3D,0,True,2014-11-05
"January 25, 2015",BLOCKADE 3D,1,True,2014-11-05
"July 13, 2015",BLOCKADE 3D,1,False,2014-11-05
"February 10, 2015",BLOCKADE 3D,2,True,2014-11-05
"January 24, 2015",BLOCKADE 3D,1,True,2014-11-05
"October 10, 2015",BLOCKADE 3D,0,True,2014-11-05
"January 13, 2015",BLOCKADE 3D,1,False,2014-11-05
"December 29, 2014",BLOCKADE 3D,2,False,2014-11-05
"December 20, 2014",BLOCKADE 3D,1,False,2014-11-05
"January 5, 2015",BLOCKADE 3D,1,True,2014-11-05
"January 30, 2015",BLOCKADE 3D,1,True,2014-11-05
"May 12, 2015",BLOCKADE 3D,2,True,2014-11-05
"March 6, 2015",BLOCKADE 3D,1,False,2014-11-05
,BLOCKADE 3D,1,True,2014-11-05
"October 9, 2015",BLOCKADE 3D,1,False,2014-11-05
"January 28, 2015",BLOCKADE 3D,1,False,2014-11-05
"August 29, 2015",BLOCKADE 3D,1,True,2014-11-05
"November 17, 2015",BLOCKADE 3D,0,False,2014-11-05
"January 6, 2015",BLOCKADE 3D,1,False,2014-11-05
"January 8, 2015",BLOCKADE 3D,1,True,2014-11-05
"March 14, 2015",BLOCKADE 3D,1,True,2014-11-05
"January 12, 2015",BLOCKADE 3D,1,True,2014-11-05
"December 31, 2014",BLOCKADE 3D,1,False,2014-11-05
"January 10, 2015",BLOCKADE 3D,2,True,2014-11-05
"May 23, 2015",BLOCKADE 3D,1,True,2014-11-05
"December 24, 2014",BLOCKADE 3D,1,True,2014-11-05
"January 27, 2015",BLOCKADE 3D,2,True,2014-11-05
"August 2, 2015",BLOCKADE 3D,2,True,2014-11-05
"March 11, 2015",BLOCKADE 3D,1,False,2014-11-05
"December 28, 2014",BLOCKADE 3D,1,True,2014-11-05
"February 28, 2015",BLOCKADE 3D,1,False,2014-11-05
"January 24, 2015",BLOCKADE 3D,1,True,2014-11-05
"March 10, 2015",BLOCKADE 3D,1,True,2014-11-05
"September 19, 2015",BLOCKADE 3D,2,True,2014-11-05
"January 10, 2015",BLOCKADE 3D,0,False,2014-11-05
,Medieval II: Total War™,1,True,2006-11-15
"April 4, 2015",Medieval II: Total War™,1,True,2006-11-15
"December 2, 2015",Medieval II: Total War™,2,True,2006-11-15
"December 22, 2014",Medieval II: Total War™,2,True,2006-11-15
"April 15, 2015",Medieval II: Total War™,1,True,2006-11-15
"January 17, 2011",Medieval II: Total War™,2,True,2006-11-15
"March 31, 2014",Medieval II: Total War™,1,True,2006-11-15
"January 8, 2015",Medieval II: Total War™,1,True,2006-11-15
,Medieval II: Total War™,1,True,2006-11-15
"December 30, 2013",Medieval II: Total War™,2,True,2006-11-15
"December 31, 2013",Medieval II: Total War™,2,True,2006-11-15
"April 28, 2015",Medieval II: Total War™,1,True,2006-11-15
"August 14, 2014",Medieval II: Total War™,1,True,2006-11-15
"May 11, 2014",Medieval II: Total War™,1,True,2006-11-15
"December 15, 2013",Medieval II: Total War™,1,True,2006-11-15
"May 4, 2015",Medieval II: Total War™,2,True,2006-11-15
"March 21, 2014",Medieval II: Total War™,2,True,2006-11-15
"July 14, 2015",Medieval II: Total War™,1,True,2006-11-15
,Medieval II: Total War™,1,True,2006-11-15
"January 13, 2015",Medieval II: Total War™,2,True,2006-11-15
"July 17, 2014",Medieval II: Total War™,1,True,2006-11-15
,Medieval II: Total War™,1,False,2006-11-15
,Medieval II: Total War™,1,True,2006-11-15
"May 31, 2014",Binary Domain,0,True,2012-04-27
"May 19, 2013",Binary Domain,2,True,2012-04-27
"April 28, 2014",Binary Domain,1,True,2012-04-27
"August 3, 2014",Binary Domain,1,False,2012-04-27
"July 22, 2015",Codename CURE,1,False,2017-10-31
"September 6, 2015",Codename CURE,1,True,2017-10-31
,Codename CURE,2,True,2017-10-31
"July 28, 2015",Codename CURE,1,True,2017-10-31
"October 17, 2015",Codename CURE,1,False,2017-10-31
,Codename CURE,1,True,2017-10-31
"July 24, 2015",Codename CURE,1,False,2017-10-31
,Codename CURE,0,False,2017-10-31
"October 10, 2015",Codename CURE,1,False,2017-10-31
"August 6, 2015",Codename CURE,1,True,2017-10-31
,Codename CURE,1,True,2017-10-31
"August 10, 2015",Codename CURE,1,False,2017-10-31
"July 18, 2015",Codename CURE,1,True,2017-10-31
,Codename CURE,1,True,2017-10-31
"November 3, 2015",Codename CURE,1,True,2017-10-31
"August 1, 2015",Codename CURE,1,False,2017-10-31
,Codename CURE,1,True,2017-10-31
,Codename CURE,2,True,2017-10-31
,Codename CURE,1,False,2017-10-31
"September 5, 2015",Codename CURE,1,True,2017-10-31
"August 6, 2015",Codename CURE,1,True,2017-10-31
"July 26, 2015",Codename CURE,2,True,2017-10-31
"September 22, 2015",Codename CURE,2,True,2017-10-31
,Codename CURE,2,True,2017-10-31
,Codename CURE,1,True,2017-10-31
"August 2, 2015",Codename CURE,1,True,2017-10-31
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,2,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,0,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,2,False,2016-08-12
,No Man's Sky,2,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,0,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,2,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,2,True,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,2,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,0,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,2,True,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,2,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,2,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,2,True,2016-08-12
,No Man's Sky,0,True,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,0,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,2,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,2,True,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,True,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,2,True,2016-08-12
,No Man's Sky,2,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,2,True,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,0,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,2,False,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,2,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,1,False,2016-08-12
,No Man's Sky,0,True,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,1,True,2016-08-12
,No Man's Sky,0,False,2016-08-12
,MXGP2 - The Official Motocross Videogame,0,False,2016-04-07
,MXGP2 - The Official Motocross Videogame,2,True,2016-04-07
,MXGP2 - The Official Motocross Videogame,1,True,2016-04-07
,Slime Rancher,1,True,2017-08-01
,Slime Rancher,1,True,2017-08-01
,Slime Rancher,1,True,2017-08-01
,Slime Rancher,1,True,2017-08-01
,Slime Rancher,2,True,2017-08-01
,Slime Rancher,1,True,2017-08-01
,Slime Rancher,2,True,2017-08-01
,Slime Rancher,2,True,2017-08-01
,Slime Rancher,1,True,2017-08-01
,Slime Rancher,2,True,2017-08-01
,Slime Rancher,1,True,2017-08-01
,Slime Rancher,2,True,2017-08-01
,Slime Rancher,1,True,2017-08-01
,Slime Rancher,2,True,2017-08-01
,Slime Rancher,2,True,2017-08-01
,Slime Rancher,2,True,2017-08-01
,Slime Rancher,2,True,2017-08-01
,Slime Rancher,1,True,2017-08-01
,Slime Rancher,2,True,2017-08-01
,Slime Rancher,2,True,2017-08-01
,Slime Rancher,1,True,2017-08-01
"September 14, 2014",The Forest,1,True,2014-05-30
,The Forest,1,True,2014-05-30
"February 5, 2015",The Forest,1,True,2014-05-30
,The Forest,1,True,2014-05-30
"August 16, 2014",The Forest,1,True,2014-05-30
,The Forest,2,True,2014-05-30
"March 6, 2015",The Forest,1,True,2014-05-30
"May 30, 2014",The Forest,2,True,2014-05-30
"June 3, 2014",The Forest,2,True,2014-05-30
"May 31, 2014",The Forest,2,True,2014-05-30
"June 4, 2014",The Forest,1,True,2014-05-30
"June 9, 2014",The Forest,2,True,2014-05-30
"July 18, 2014",The Forest,0,True,2014-05-30
"January 18, 2015",The Forest,1,True,2014-05-30
,The Forest,2,True,2014-05-30
"April 13, 2015",The Forest,2,True,2014-05-30
"May 31, 2014",The Forest,1,True,2014-05-30
"June 26, 2014",The Forest,1,True,2014-05-30
,The Forest,0,True,2014-05-30
"December 5, 2014",The Forest,1,True,2014-05-30
"September 30, 2014",The Forest,1,False,2014-05-30
"June 25, 2014",The Forest,1,True,2014-05-30
"July 21, 2014",The Forest,2,True,2014-05-30
"December 28, 2015",The Forest,0,True,2014-05-30
,The Forest,1,True,2014-05-30
"May 30, 2014",The Forest,1,True,2014-05-30
"September 23, 2014",The Forest,1,True,2014-05-30
"November 27, 2014",The Forest,1,True,2014-05-30
"July 5, 2015",The Forest,2,True,2014-05-30
"June 6, 2014",The Forest,1,True,2014-05-30
"August 1, 2014",The Forest,2,True,2014-05-30
"December 7, 2014",The Forest,1,True,2014-05-30
"November 21, 2014",The Forest,1,True,2014-05-30
"March 13, 2015",The Forest,2,True,2014-05-30
"May 20, 2015",The Forest,2,True,2014-05-30
"June 2, 2014",The Forest,1,True,2014-05-30
,The Forest,1,True,2014-05-30
"November 13, 2015",The Forest,1,True,2014-05-30
,The Forest,1,True,2014-05-30
"June 29, 2014",The Forest,1,True,2014-05-30
"August 17, 2014",The Forest,1,True,2014-05-30
"July 6, 2015",The Forest,1,False,2014-05-30
"November 20, 2015",The Forest,1,True,2014-05-30
"June 14, 2014",The Forest,1,True,2014-05-30
"June 8, 2014",The Forest,2,True,2014-05-30
"January 24, 2015",The Forest,1,True,2014-05-30
"July 8, 2014",The Forest,1,True,2014-05-30
"December 25, 2014",The Forest,1,True,2014-05-30
"May 30, 2014",The Forest,1,True,2014-05-30
"July 16, 2015",The Forest,0,True,2014-05-30
"June 11, 2014",The Forest,1,True,2014-05-30
,The Forest,1,True,2014-05-30
"December 22, 2014",The Forest,2,True,2014-05-30
"January 13, 2015",The Forest,1,True,2014-05-30
"June 20, 2015",The Forest,0,True,2014-05-30
,The Forest,0,True,2014-05-30
"June 13, 2014",The Forest,1,True,2014-05-30
,The Forest,1,True,2014-05-30
"September 12, 2015",The Forest,2,True,2014-05-30
,The Forest,1,True,2014-05-30
"June 20, 2014",The Forest,1,True,2014-05-30
"May 30, 2014",The Forest,1,True,2014-05-30
"June 26, 2015",The Forest,1,True,2014-05-30
,The Forest,1,True,2014-05-30
"June 13, 2014",The Forest,1,True,2014-05-30
"July 8, 2014",The Forest,1,True,2014-05-30
,The Forest,2,True,2014-05-30
"July 31, 2015",The Forest,1,True,2014-05-30
,The Forest,2,True,2014-05-30
,The Forest,1,True,2014-05-30
"June 10, 2014",The Forest,2,True,2014-05-30
"July 16, 2014",The Forest,1,True,2014-05-30
"June 29, 2014",The Forest,1,False,2014-05-30
"September 24, 2015",The Forest,1,True,2014-05-30
"December 13, 2014",The Forest,1,True,2014-05-30
"November 27, 2014",The Forest,1,False,2014-05-30
,The Forest,2,True,2014-05-30
"June 6, 2014",The Forest,0,True,2014-05-30
"June 3, 2014",The Forest,1,True,2014-05-30
,The Forest,2,False,2014-05-30
,The Forest,1,True,2014-05-30
"June 18, 2014",The Forest,2,False,2014-05-30
,The Forest,1,True,2014-05-30
"December 1, 2014",The Forest,1,True,2014-05-30
"December 17, 2014",The Forest,2,True,2014-05-30
"August 11, 2014",The Forest,1,True,2014-05-30
"October 25, 2015",The Forest,1,True,2014-05-30
"June 14, 2015",The Forest,1,True,2014-05-30
"May 31, 2014",The Forest,1,True,2014-05-30
"November 16, 2014",The Forest,1,True,2014-05-30
,The Forest,1,True,2014-05-30
"June 23, 2014",The Forest,1,True,2014-05-30
"August 31, 2014",The Forest,1,True,2014-05-30
"July 21, 2014",The Forest,1,False,2014-05-30
